ID,Household income,Method,education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Availability,Quality,Willingness to pay,Kitchen Sink,ToiletWC,Garden,car,Volume in lpcd,Shortest distance,Height diff
517,70000,delivered,1,5,0,75,40,9000,not_often,good,4000,0,0,0,0,130,46.01,4
518,70000,delivered,1,5,0,75,40,9000,not_often,good,4000,0,0,0,0,100,105.91,9
519,90000,carried,1,6,0,75,20,8000,not_often,fair,9000,0,0,0,0,80,129.99,4
520,50000,delivered,1,3,0,75,40,9000,not_often,fair,7000,0,0,0,0,160,151.17,2
521,55000,delivered,1,4,0,75,40,9000,not_often,fair,9000,0,0,0,0,150,78.6,2
522,95000,delivered,1,6,0,75,20,8000,not_often,good,9000,0,0,0,0,80,148.5,1
523,80000,delivered,1,4,0,75,30,9000,often,good,7000,0,0,0,0,120,158.9,6
524,95000,carried,1,6,0,75,20,7000,often,good,9000,0,0,0,0,70,208.24,11
525,55000,delivered,1,3,0,75,40,9000,often,good,7000,0,0,0,0,190,99.41,0
526,40000,delivered,1,4,0,75,60,9000,often,good,3000,0,0,0,0,120,160.25,0
527,105000,carried,1,6,0,75,20,7000,often,good,9000,0,0,0,0,70,220.51,5
528,90000,carried,3,6,0,75,20,8000,often,fair,9000,0,0,0,0,80,149.91,3
529,40000,delivered,1,4,0,75,60,9000,not_often,fair,3000,0,0,0,0,150,78.23,1
530,100000,delivered,1,6,0,75,35,9000,not_often,good,9000,0,0,0,0,110,47.17,1
531,65000,delivered,1,5,0,75,40,9000,not_often,good,4000,0,0,0,0,90,147.96,3
532,65000,delivered,1,5,0,75,40,9000,often,fair,3000,0,0,0,0,120,87.37,5
533,65000,delivered,1,3,0,75,15,9000,often,good,11000,0,0,0,0,200,89.27,1
534,65000,delivered,1,4,0,75,30,9000,often,very good,7000,0,0,0,0,110,208.89,6
535,65000,delivered,1,6,0,75,30,7000,often,fair,9000,0,0,0,0,70,213.78,4
536,80000,delivered,1,4,0,75,30,9000,not_often,good,7000,0,0,0,0,100,229.31,6
537,90000,delivered,1,6,0,75,15,8000,not_often,good,9000,0,0,0,0,80,152.74,3
538,95000,carried,1,6,0,75,15,7000,often,fair,9000,0,0,0,0,70,185.98,2
539,100000,delivered,1,4,0,75,15,9000,not_often,fair,9000,0,0,0,0,120,143.68,2
540,95000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,88.51,1
541,95000,delivered,1,3,0,75,40,9000,not_often,fair,7000,0,0,0,0,160,126.57,1
542,95000,delivered,1,4,0,75,30,9000,not_often,good,7000,0,0,0,0,120,295.1,6
543,95000,delivered,1,4,0,75,60,9000,often,fair,3000,0,0,0,0,120,202.06,5
544,100000,delivered,1,4,0,75,15,9000,often,good,9000,0,0,0,0,110,295.43,7
545,40000,delivered,1,4,0,75,60,9000,not_often,fair,3000,0,0,0,0,100,310.11,1
546,60000,delivered,1,3,0,75,40,9000,often,fair,7000,0,0,0,0,160,233.14,3
547,50000,delivered,3,4,0,75,30,9000,not_often,good,4000,0,0,0,0,120,187.78,3
548,50000,delivered,1,4,0,75,30,8000,often,good,4000,0,0,0,0,80,308.1,5
549,90000,delivered,1,6,0,75,15,5000,often,good,9000,0,0,0,0,50,344.48,4
550,55000,delivered,1,3,0,75,40,9000,often,good,7000,0,0,0,0,100,339.53,0
551,55000,delivered,1,3,0,75,40,9000,often,fair,7000,0,0,0,0,100,304.31,1
552,55000,delivered,1,5,0,75,40,8000,often,fair,4000,0,0,0,0,80,204.79,3
553,55000,delivered,1,6,0,75,15,6000,not_often,good,9000,0,0,0,0,60,290.72,6
554,55000,delivered,1,4,0,75,30,9000,not_often,good,7000,0,0,0,0,120,132.7,3
555,55000,delivered,1,3,0,75,40,9000,not_often,good,7000,0,0,0,0,160,121.75,1
556,55000,delivered,1,4,0,75,30,9000,not_often,good,7000,0,0,0,0,100,195.01,3
557,55000,delivered,1,4,0,75,30,9000,not_often,fair,4000,0,0,0,0,100,149.6,0
558,60000,delivered,1,3,0,75,40,8000,often,good,7000,0,0,0,0,80,410.67,5
559,85000,delivered,1,6,0,75,15,5000,often,good,9000,0,0,0,0,50,320.65,6
560,90000,delivered,1,6,0,75,15,3000,not_often,good,9000,0,0,0,0,30,406.23,9
561,100000,delivered,1,4,0,75,30,5000,not_often,good,7000,0,0,0,0,50,546.36,7
562,55000,delivered,1,3,0,75,40,9000,often,fair,7000,0,0,0,0,200,60.21,2
563,65000,carried,1,5,0,75,40,9000,not_often,fair,4000,0,0,0,0,110,73.35,3
564,85000,carried,1,3,0,75,40,9000,often,good,7000,0,0,0,0,160,113.15,6
565,105000,carried,1,4,0,75,15,9000,often,fair,8000,0,0,0,0,150,81.22,4
566,75000,delivered,3,4,0,75,30,9000,often,good,7000,0,0,0,0,150,80.75,3
567,90000,delivered,1,6,0,75,15,8000,often,good,9000,0,0,0,0,80,229.03,6
568,55000,delivered,1,3,0,75,40,8000,often,fair,7000,0,0,0,0,80,471.35,10
569,70000,delivered,1,5,0,75,35,4000,often,good,4000,0,0,0,0,40,390.93,5
570,70000,delivered,1,5,0,75,40,4000,not_often,good,4000,0,0,0,0,40,429.75,11
571,40000,delivered,1,4,0,75,60,8000,often,fair,3000,0,0,0,0,80,312.82,3
572,55000,delivered,1,4,0,75,30,8000,often,good,7000,0,0,0,0,80,319.86,10
573,70000,delivered,1,5,0,75,40,4000,not_often,fair,4000,0,0,0,0,40,481.27,8
574,80000,delivered,1,4,0,75,30,6000,often,fair,7000,0,0,0,0,60,373.61,7
575,75000,delivered,1,4,0,75,30,9000,not_often,fair,7000,0,0,0,0,120,152.08,2
576,105000,delivered,1,4,0,75,15,9000,not_often,good,8000,0,0,0,0,110,178.19,7
577,80000,delivered,1,4,0,75,30,9000,not_often,good,7000,0,0,0,0,110,240.05,8
578,95000,delivered,1,5,0,75,40,8000,not_often,fair,4000,0,0,0,0,80,262.49,6
579,70000,delivered,1,5,0,75,40,5000,not_often,good,4000,0,0,0,0,50,394.87,9
580,50000,delivered,1,4,0,75,30,6000,not_often,good,4000,0,0,0,0,60,365.17,1
581,65000,carried,1,5,0,75,45,9000,not_often,poor,4000,0,0,0,0,100,183.36,4
582,95000,delivered,1,6,0,75,15,8000,not_often,good,9000,0,0,0,0,80,227.27,5
583,90000,delivered,1,6,0,75,15,7000,often,fair,9000,0,0,0,0,70,253.12,4
584,95000,carried,1,3,0,75,40,9000,not_often,good,7000,0,0,0,0,200,86.93,0
585,45000,delivered,3,3,0,75,40,9000,often,good,7000,0,0,0,0,190,90.43,5
586,60000,delivered,1,3,0,75,40,9000,often,fair,7000,0,0,0,0,160,174.18,4
587,80000,delivered,1,4,0,75,30,9000,not_often,fair,7000,0,0,0,0,120,217.86,9
588,85000,delivered,1,6,0,75,15,7000,not_often,good,9000,0,0,0,0,70,280.06,11
589,60000,delivered,1,3,0,75,40,9000,not_often,fair,7000,0,0,0,0,150,168.05,1
590,85000,delivered,1,3,0,75,40,9000,not_often,fair,7000,0,0,0,0,100,336.01,7
591,60000,delivered,1,3,0,75,40,8000,often,fair,7000,0,0,0,0,80,391.66,11
592,60000,delivered,1,3,0,75,40,8000,not_often,good,7000,0,0,0,0,80,470.12,7
593,60000,delivered,1,3,0,75,40,6000,not_often,fair,7000,0,0,0,0,60,505.18,5
594,60000,delivered,1,5,0,75,40,3000,often,fair,4000,0,0,0,0,30,523.07,4
595,60000,delivered,1,4,0,75,60,5000,often,fair,3000,0,0,0,0,50,419,12
596,60000,delivered,1,5,0,75,40,4000,often,good,4000,0,0,0,0,40,507.63,17
597,60000,delivered,1,5,0,75,40,5000,not_often,good,4000,0,0,0,0,50,348.3,8
598,60000,delivered,1,4,0,75,30,7000,often,good,7000,0,0,0,0,70,345.61,2
599,65000,delivered,1,5,0,75,40,8000,often,fair,4000,0,0,0,0,80,274.9,1
600,65000,carried,1,5,0,75,40,9000,not_often,fair,4000,0,0,0,0,100,167.6,3
601,95000,delivered,1,6,0,75,15,7000,not_often,good,9000,0,0,0,0,70,292.36,3
602,95000,delivered,1,6,0,75,15,4000,often,fair,9000,0,0,0,0,40,383.94,5
603,95000,delivered,1,6,0,75,15,4000,not_often,good,9000,0,0,0,0,40,357.19,12
604,70000,delivered,2,5,0,75,40,8000,often,fair,4000,0,0,0,0,80,291.78,6
605,70000,delivered,1,4,0,75,30,6000,often,good,7000,0,0,0,0,60,367.35,8
606,65000,delivered,1,5,0,75,40,5000,not_often,fair,4000,0,0,0,0,50,253.65,6
607,90000,delivered,1,6,0,75,15,4000,not_often,fair,9000,0,0,0,0,40,281.83,3
608,90000,delivered,1,6,0,75,15,4000,not_often,good,9000,0,0,0,0,40,273.75,5
609,40000,delivered,1,4,0,75,60,5000,often,fair,3000,0,0,0,0,50,300.83,10
610,105000,delivered,1,4,0,75,30,5000,often,good,8000,0,0,0,0,50,349.21,5
611,40000,delivered,1,4,0,75,60,4000,often,fair,3000,0,0,0,0,40,426.48,4
612,80000,delivered,1,4,0,75,30,4000,not_often,fair,7000,0,0,0,0,40,429.36,4
613,95000,delivered,1,3,0,75,40,6000,often,fair,7000,0,0,0,0,60,392.21,12
614,50000,delivered,1,4,0,75,30,5000,often,fair,4000,0,0,0,0,50,342.53,4
615,45000,delivered,1,4,0,75,40,4000,often,fair,9000,0,0,0,0,40,391.09,10
616,40000,delivered,1,4,0,75,60,6000,not_often,fair,3000,0,0,0,0,60,278.71,0
617,90000,delivered,1,6,0,75,15,4000,often,good,9000,0,0,0,0,40,212.95,5
618,45000,delivered,1,3,0,75,40,8000,often,good,7000,0,0,0,0,80,278.63,5
619,60000,delivered,1,6,0,75,15,4000,not_often,good,9000,0,0,0,0,40,323.54,4
620,45000,delivered,1,3,0,75,40,8000,not_often,fair,7000,0,0,0,0,80,421.23,8
621,45000,delivered,1,6,0,75,35,4000,often,very good,3000,0,0,0,0,40,345.01,6
622,60000,carried,1,4,0,75,30,7000,not_often,fair,7000,0,0,0,0,70,308.52,4
623,105000,delivered,1,4,0,75,15,9000,not_often,good,8000,0,0,0,0,170,401.4,8
624,55000,delivered,1,3,0,75,40,8000,often,good,7000,0,0,0,0,80,326.7,8
625,50000,delivered,1,4,0,75,30,5000,often,good,4000,0,0,0,0,50,417.54,9
626,105000,delivered,1,4,0,75,15,9000,not_often,good,9000,0,0,0,0,170,127,3
627,50000,carried,1,4,0,75,30,5000,often,fair,4000,0,0,0,0,50,36.24,1
628,70000,delivered,1,5,0,75,40,5000,often,fair,4000,0,0,0,0,50,103.09,2
629,40000,delivered,1,4,0,75,60,4000,often,fair,3000,0,0,0,0,40,189.31,6
630,80000,delivered,1,4,0,75,30,8000,not_often,good,7000,0,0,0,0,80,200.46,5
631,90000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,110,175.82,5
632,100000,carried,1,3,0,75,15,9000,not_often,fair,12000,0,0,0,0,220,94.83,0
633,55000,carried,1,3,0,75,40,8000,not_often,good,7000,0,0,0,0,80,50.16,2
634,50000,carried,1,4,0,75,30,8000,not_often,good,7000,0,0,0,0,80,83.76,2
635,80000,carried,1,4,0,75,30,8000,not_often,fair,7000,0,0,0,0,80,57.94,0
636,80000,carried,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,90,131.03,1
637,80000,carried,1,3,0,75,15,9000,often,fair,11000,0,0,0,0,200,143.89,3
638,80000,carried,1,3,0,75,40,8000,not_often,fair,7000,0,0,0,0,80,167.29,6
639,80000,carried,1,4,0,75,30,8000,often,good,7000,0,0,0,0,80,124.33,2
640,80000,carried,1,5,0,75,40,5000,often,fair,4000,0,0,0,0,50,64.5,2
641,80000,carried,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,90,23,1
642,80000,carried,1,5,0,75,40,5000,often,fair,4000,0,0,0,0,50,136.74,0
643,60000,carried,1,3,0,75,40,8000,not_often,good,7000,0,0,0,0,80,224.61,1
644,60000,delivered,1,3,0,75,40,8000,often,fair,7000,0,0,0,0,80,434.95,8
645,105000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,90,446.16,1
646,95000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,90,586.78,5
647,45000,delivered,1,3,0,75,40,8000,not_often,good,7000,0,0,0,0,80,485.49,3
648,45000,carried,1,3,0,75,40,8000,not_often,good,7000,0,0,0,0,80,137.41,0
649,50000,delivered,1,6,0,75,40,4000,not_often,fair,3000,0,0,0,0,40,207.52,1
650,105000,delivered,1,4,0,75,15,9000,often,fair,8000,0,0,0,0,170,148.22,0
651,100000,delivered,1,3,0,75,15,9000,not_often,good,12000,0,0,0,0,190,135.03,3
652,65000,delivered,1,5,0,75,15,9000,often,fair,4000,0,0,0,0,120,234.05,4
653,100000,carried,1,4,0,75,30,8000,not_often,good,7000,0,0,0,0,80,85.23,1
654,105000,carried,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,90,154.39,3
655,40000,delivered,1,4,0,75,60,4000,often,fair,3000,0,0,0,0,40,254.33,7
656,80000,delivered,1,4,0,75,30,8000,often,fair,7000,0,0,0,0,80,245.8,7
657,105000,delivered,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,100,254.47,5
658,65000,delivered,1,5,0,75,40,5000,often,fair,4000,0,0,0,0,50,327.07,3
659,65000,delivered,1,5,0,75,40,5000,often,good,4000,0,0,0,0,50,308.87,2
660,65000,delivered,1,5,0,75,15,9000,not_often,fair,3000,0,0,0,0,120,364.97,4
661,65000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,90,382.93,4
662,65000,carried,1,4,0,75,30,5000,often,good,4000,0,0,0,0,50,339.04,2
663,65000,delivered,1,3,0,75,40,8000,often,good,7000,0,0,0,0,80,234.48,3
664,65000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,90,92.02,2
665,65000,delivered,1,4,0,75,30,8000,often,fair,7000,0,0,0,0,80,156.32,3
666,100000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,90,71.17,1
667,55000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,100,155.79,8
668,100000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,89.84,3
669,75000,delivered,1,4,0,75,30,8000,often,fair,7000,0,0,0,0,80,137.75,4
670,80000,delivered,1,4,0,75,30,8000,often,good,7000,0,0,0,0,80,180.25,4
671,105000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,90,259.33,8
672,95000,delivered,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,100,336.03,9
673,75000,delivered,1,4,0,75,30,8000,not_often,fair,7000,0,0,0,0,80,106.98,0
674,40000,delivered,1,4,0,75,60,4000,not_often,fair,3000,0,0,0,0,40,211.48,6
675,70000,delivered,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,100,322.91,13
676,40000,delivered,1,4,0,75,60,4000,often,fair,3000,0,0,0,0,40,297.43,4
677,70000,delivered,1,5,0,75,40,5000,often,good,4000,0,0,0,0,50,375.95,6
678,105000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,90,252.17,3
679,50000,delivered,1,4,0,75,30,5000,not_often,good,4000,0,0,0,0,50,406.12,8
680,65000,delivered,1,5,0,75,30,5000,often,fair,4000,0,0,0,0,50,418.08,8
681,95000,delivered,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,90,378.08,13
682,40000,delivered,1,3,0,75,40,8000,not_often,fair,7000,0,0,0,0,80,388.6,5
683,70000,delivered,1,5,0,75,40,5000,often,good,4000,0,0,0,0,50,644.24,3
684,70000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,90,619.08,0
685,70000,delivered,1,6,0,75,35,6000,not_often,fair,9000,0,0,0,0,60,421.46,5
686,70000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,90,538.35,4
687,70000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,100,531.98,9
688,70000,delivered,1,4,0,75,15,9000,often,good,9000,0,0,0,0,120,616.76,6
689,70000,delivered,1,5,0,75,40,5000,often,good,4000,0,0,0,0,50,736.77,1
690,45000,delivered,1,3,0,75,40,8000,not_often,fair,7000,0,0,0,0,80,640.86,15
691,50000,delivered,1,4,0,75,30,5000,not_often,good,4000,0,0,0,0,50,401.31,15
692,100000,delivered,1,3,0,75,15,9000,often,good,12000,0,0,0,0,180,434.63,8
693,40000,delivered,1,4,0,75,60,4000,not_often,good,3000,0,0,0,0,40,393.39,11
694,70000,delivered,1,5,0,75,40,5000,often,fair,4000,0,0,0,0,50,428.78,9
695,50000,delivered,1,4,0,75,40,6000,often,good,9000,0,0,0,0,60,416.48,7
696,50000,delivered,1,4,0,75,30,5000,not_often,fair,4000,0,0,0,0,50,482.9,13
697,50000,delivered,1,4,0,75,30,5000,not_often,good,4000,0,0,0,0,50,515.38,16
698,45000,delivered,1,3,0,75,40,8000,not_often,fair,7000,0,0,0,0,80,644.1,16
699,105000,delivered,3,3,0,75,15,9000,not_often,good,11000,0,0,0,0,180,560.29,14
700,85000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,507.99,10
701,65000,carried,1,5,0,75,40,5000,often,fair,4000,0,0,0,0,50,39.96,1
702,60000,carried,1,3,0,75,40,8000,not_often,fair,7000,0,0,0,0,80,84.58,2
703,60000,delivered,1,4,0,75,30,8000,often,fair,7000,0,0,0,0,80,130.18,2
704,60000,carried,1,5,0,75,40,4000,not_often,fair,3000,0,0,0,0,40,108.71,2
705,60000,carried,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,53.85,5
706,60000,carried,1,4,0,75,30,5000,often,good,4000,0,0,0,0,50,105.65,9
707,60000,delivered,1,4,0,75,30,5000,not_often,fair,4000,0,0,0,0,50,162.2,12
708,60000,delivered,1,3,0,75,40,8000,often,good,7000,0,0,0,0,80,86.03,2
709,85000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,100,171.35,7
710,55000,delivered,1,6,0,75,15,9000,often,good,9000,0,0,0,0,100,173.42,4
711,100000,delivered,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,100,194.1,2
712,60000,delivered,1,3,0,75,40,8000,not_often,fair,7000,0,0,0,0,80,241.66,7
713,90000,delivered,1,6,0,75,15,9000,not_often,good,9000,0,0,0,1,100,279.87,9
714,60000,delivered,1,3,0,75,30,8000,not_often,good,7000,0,0,0,0,80,194,5
715,105000,delivered,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,90,258.7,8
716,55000,carried,1,6,0,75,15,9000,often,good,9000,0,0,0,0,90,189.74,5
717,90000,carried,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,90,80.6,1
718,40000,carried,1,3,0,75,40,8000,often,fair,7000,0,0,0,0,80,35.13,1
719,45000,carried,1,3,0,75,40,8000,not_often,good,7000,0,0,0,0,80,110.32,1
720,45000,carried,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,90,115.52,1
721,45000,carried,1,4,0,75,30,8000,often,good,7000,0,0,0,0,80,165.68,4
722,45000,carried,1,4,0,75,60,4000,often,good,3000,0,0,0,0,40,263.22,2
723,45000,carried,1,4,0,75,15,9000,not_often,good,9000,0,0,0,0,140,312.29,4
724,45000,carried,1,6,0,75,15,6000,not_often,good,9000,0,0,0,0,60,249.01,2
725,55000,carried,1,3,0,75,60,6000,often,good,7000,0,0,0,0,60,259.12,3
726,70000,carried,1,5,0,75,40,5000,often,good,4000,0,0,0,0,50,200.08,4
727,75000,carried,1,4,0,75,30,5000,not_often,good,4000,0,0,0,0,50,150.44,7
728,60000,carried,1,3,0,75,40,8000,not_often,good,7000,0,0,0,0,80,78.64,5
729,70000,carried,1,5,0,75,40,5000,not_often,good,4000,0,0,0,0,50,244.14,2
730,95000,carried,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,100,269.22,0
731,95000,carried,1,4,0,75,30,8000,not_often,fair,7000,0,0,0,0,80,282.78,14
732,95000,carried,1,4,0,75,30,8000,often,good,7000,0,0,0,0,80,339.24,0
733,40000,carried,1,4,0,75,60,4000,not_often,fair,3000,0,0,0,0,40,320.98,15
734,60000,carried,1,3,0,75,40,8000,often,fair,7000,0,0,0,0,80,299.29,0
735,65000,carried,1,5,0,75,40,5000,often,fair,4000,0,0,0,0,50,300.2,8
736,40000,carried,1,4,0,75,60,4000,often,fair,3000,0,0,0,0,40,282.4,2
737,70000,carried,2,5,0,75,40,5000,often,fair,4000,0,0,0,0,50,254.61,2
738,80000,carried,1,4,0,75,30,8000,not_often,fair,7000,0,0,0,0,80,275.15,4
739,45000,carried,1,3,0,75,40,8000,often,fair,7000,0,0,0,0,80,210.09,3
740,50000,carried,1,4,0,75,30,5000,not_often,good,4000,0,0,0,0,50,217.52,5
741,105000,carried,1,4,0,75,15,9000,not_often,fair,8000,0,0,0,0,150,329.16,10
742,105000,carried,1,4,0,75,30,8000,often,fair,7000,0,0,0,0,80,251.48,2
743,105000,carried,1,3,0,75,40,8000,not_often,fair,7000,0,0,0,1,80,196.02,4
744,85000,carried,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,100,175.97,1
745,85000,carried,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,100,208.24,1
746,85000,carried,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,110,150.44,3
747,85000,carried,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,100,138.22,2
748,70000,carried,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,110,246.66,1
749,70000,carried,1,4,0,75,60,4000,not_often,good,3000,0,0,0,0,40,180.4,1
750,70000,carried,1,5,0,75,40,5000,often,fair,4000,0,0,0,0,50,261.02,10
751,70000,carried,1,3,0,75,40,8000,not_often,good,7000,0,0,0,0,80,205.64,8
752,85000,carried,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,100,222.65,1
753,95000,carried,1,3,0,75,40,8000,often,fair,7000,0,0,0,0,80,148.82,2
754,50000,carried,1,4,0,75,30,5000,often,good,4000,0,0,0,0,50,162.56,1
755,95000,carried,1,6,0,75,60,3000,often,good,9000,0,0,0,0,30,103.35,4
756,90000,carried,1,6,0,75,15,9000,not_often,good,9000,0,0,0,0,90,155.94,8
757,50000,delivered,1,4,0,75,30,5000,often,good,4000,0,0,0,0,50,116.47,4
758,95000,carried,1,5,0,75,40,5000,often,good,4000,0,0,0,0,50,113.22,3
759,80000,carried,1,4,0,75,30,8000,not_often,fair,7000,0,0,0,0,80,89.55,1
760,100000,carried,1,4,0,75,15,9000,often,fair,9000,0,0,0,0,170,114.79,2
761,100000,carried,1,3,0,75,40,8000,not_often,fair,7000,0,0,0,0,80,159.67,2
762,50000,carried,1,4,0,75,30,5000,not_often,fair,4000,0,0,0,0,50,81.34,0
763,85000,carried,1,6,0,75,35,6000,often,good,9000,0,0,0,0,60,52.63,1
764,70000,carried,1,5,0,75,40,5000,not_often,very good,4000,0,0,0,0,50,40.61,0
765,70000,carried,1,4,0,75,30,8000,not_often,fair,7000,0,0,0,0,80,84.6,5
766,70000,carried,1,6,0,75,15,9000,often,fair,9000,0,0,0,0,90,105.91,6
767,70000,carried,1,4,0,75,30,8000,often,fair,7000,0,0,0,0,80,156.04,7
768,45000,carried,1,6,0,75,40,4000,not_often,fair,3000,0,0,0,0,40,167.72,4
769,65000,carried,1,5,0,75,30,5000,not_often,good,4000,0,0,0,0,50,60.78,1
770,95000,carried,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,100,118.36,1
771,45000,carried,1,5,0,75,40,4000,often,fair,3000,0,0,0,0,40,91.92,2
772,90000,delivered,1,3,0,75,40,8000,not_often,good,7000,0,0,0,0,80,111.83,7
773,45000,delivered,1,6,0,75,15,9000,not_often,fair,9000,0,0,0,0,110,84.58,1
774,60000,delivered,1,4,0,75,40,6000,often,fair,9000,0,0,0,0,60,126.04,3
775,75000,carried,1,4,0,75,30,8000,often,good,7000,0,0,0,0,80,130,7
776,80000,carried,1,4,0,75,30,8000,not_often,fair,7000,0,0,0,0,80,26.4,1
777,75000,delivered,1,4,0,75,30,8000,not_often,good,7000,0,0,0,0,80,65.07,7
